,accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
796,0001181431-13-036845,2013-06-26,2013-06-24,2013-06-26T18:40:17.000Z,,4,,,,16195,0,0,xslF345X03/rrd384242.xml,13.06.24 SEWELL FORM 4
797,0001181431-13-036844,2013-06-26,2013-06-24,2013-06-26T18:39:47.000Z,,4,,,,18073,0,0,xslF345X03/rrd384277.xml,WILLIAMS FORM 4
798,0001193125-13-269419,2013-06-24,,2013-06-24T20:29:35.000Z,,CORRESP,,,,25880,0,0,filename1.htm,
799,0001181431-13-036353,2013-06-21,2013-06-21,2013-06-21T21:45:37.000Z,,4/A,,,,5088,0,0,xslF345X03/rrd384222.xml,13.06.21 SCHILLER FORM 4A
800,0001127602-13-021042,2013-06-21,2013-06-21,2013-06-21T17:31:46.000Z,,4,,,,9470,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
801,0001127602-13-021038,2013-06-21,2013-06-21,2013-06-21T17:28:37.000Z,,4,,,,8499,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
802,0001127602-13-021036,2013-06-21,2013-06-21,2013-06-21T17:26:08.000Z,,4,,,,9027,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
803,0001127602-13-021034,2013-06-21,2013-06-21,2013-06-21T17:23:49.000Z,,4,,,,8472,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
804,0001127602-13-021031,2013-06-21,2013-06-21,2013-06-21T17:21:26.000Z,,4,,,,8466,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
805,0001127602-13-021029,2013-06-21,2013-06-21,2013-06-21T17:19:20.000Z,,4,,,,9461,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
806,0001193125-13-267629,2013-06-21,2013-06-21,2013-06-21T17:16:35.000Z,34,8-K,000-10030,13927974,5.02,63976,0,0,d556626d8k.htm,FORM 8-K
807,0001127602-13-020778,2013-06-18,2013-06-15,2013-06-18T18:34:08.000Z,,4,,,,8394,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
808,0000000000-13-032308,2013-06-13,,2013-06-13T14:57:37.000Z,,UPLOAD,,,,164670,0,0,filename1.pdf,
809,0001193125-13-199324,2013-05-03,2013-04-30,2013-05-03T16:47:01.000Z,34,8-K,000-10030,13813281,"8.01,9.01",429082,0,0,d529124d8k.htm,FORM 8-K
810,0001193125-13-191849,2013-05-01,,2013-05-01T14:27:07.000Z,33,424B2,333-188191,13802405,,414501,0,0,d527270d424b2.htm,424B2
811,0001193125-13-189053,2013-05-01,,2013-04-30T21:48:59.000Z,34,FWP,333-188191,13800170,,52625,0,0,d529903dfwp.htm,FWP
812,0001193125-13-184506,2013-04-30,,2013-04-30T08:07:01.000Z,33,424B2,333-188191,13794442,,392670,0,0,d527270d424b2.htm,424B2
813,0001193125-13-179942,2013-04-29,,2013-04-29T08:37:15.000Z,33,S-3ASR,333-188191,13789192,,808632,0,0,d527270ds3asr.htm,FORM S-3
814,0001127602-13-014625,2013-04-26,2013-04-24,2013-04-26T18:53:24.000Z,,4,,,,4239,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
815,0001127602-13-014623,2013-04-26,2013-04-19,2013-04-26T18:50:36.000Z,,3,,,,7351,0,0,xslF345X02/form3.xml,PRIMARY DOCUMENT
816,0001193125-13-170623,2013-04-24,2013-04-24,2013-04-24T17:05:42.000Z,34,8-K,000-10030,13779959,"8.01,9.01",9775825,1,0,d515445d8k.htm,FORM 8-K
817,0001193125-13-168288,2013-04-24,2013-03-30,2013-04-23T21:29:23.000Z,34,10-Q,000-10030,13777542,,6521259,1,0,d501596d10q.htm,10-Q
818,0001193125-13-167469,2013-04-23,2013-04-23,2013-04-23T16:32:57.000Z,34,8-K,000-10030,13776856,"7.01,9.01",27069,0,0,d525706d8k.htm,8-K
819,0001193125-13-167458,2013-04-23,2013-04-23,2013-04-23T16:31:10.000Z,34,8-K,000-10030,13776839,"2.02,9.01",212107,0,0,d525779d8k.htm,FORM 8-K
820,0001127602-13-014142,2013-04-17,2013-04-15,2013-04-17T18:50:30.000Z,,4,,,,16253,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
821,0001127602-13-014140,2013-04-17,2013-04-15,2013-04-17T18:41:25.000Z,,4,,,,11645,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
822,0001127602-13-014138,2013-04-17,2013-04-15,2013-04-17T18:39:13.000Z,,4,,,,13554,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
823,0001127602-13-014137,2013-04-17,2013-04-15,2013-04-17T18:38:32.000Z,,4,,,,18713,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
824,0001127602-13-011465,2013-03-19,2013-03-15,2013-03-19T18:41:43.000Z,,4,,,,9604,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
825,0001127602-13-011463,2013-03-19,2013-03-15,2013-03-19T18:37:01.000Z,,4,,,,8199,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
826,0001193125-13-085842,2013-03-01,2013-02-27,2013-03-01T06:14:55.000Z,34,8-K,000-10030,13654649,5.07,38712,0,0,d493940d8k.htm,FORM 8-K
827,0001127602-13-008625,2013-02-28,2013-02-27,2013-02-28T18:47:27.000Z,,4,,,,5222,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
828,0001127602-13-008624,2013-02-28,2013-02-27,2013-02-28T18:45:54.000Z,,4,,,,5363,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
829,0001127602-13-008623,2013-02-28,2013-02-27,2013-02-28T18:44:06.000Z,,4,,,,5358,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
830,0001127602-13-008622,2013-02-28,2013-02-27,2013-02-28T18:42:45.000Z,,4,,,,5372,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
831,0001127602-13-008619,2013-02-28,2013-02-27,2013-02-28T18:39:51.000Z,,4,,,,5345,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
832,0001127602-13-008616,2013-02-28,2013-02-27,2013-02-28T18:37:21.000Z,,4,,,,5358,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
833,0001127602-13-008614,2013-02-28,2013-02-27,2013-02-28T18:36:08.000Z,,4,,,,5353,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
834,0001011438-13-000187,2013-02-21,,2013-02-21T17:21:53.000Z,34,PX14A6G,000-10030,13631404,,6758396,0,0,form_px14a6g-greenlight.htm,
835,0001011438-13-000183,2013-02-21,,2013-02-21T16:53:43.000Z,34,PX14A6G,000-10030,13631089,,14019,0,0,form_px14a6g-greenlight.htm,
836,0000315066-13-003020,2013-02-14,,2013-02-14T14:21:27.000Z,34,SC 13G/A,005-33632,13611872,,12805,0,0,filing.txt,
837,0001193125-13-052003,2013-02-12,,2013-02-12T17:15:59.000Z,34,DEFA14A,000-10030,13598232,,23859,0,0,d485445ddefa14a.htm,DEFA14A
838,0001305227-13-000340,2013-02-08,,2013-02-08T16:18:24.000Z,34,SC 13G/A,005-33632,13587028,,13426,0,0,apple.inc..txt,
839,0001193125-13-043745,2013-02-07,,2013-02-07T17:03:29.000Z,34,DEFA14A,000-10030,13583199,,20068,0,0,d484476ddefa14a.htm,DEFA14A
840,0001011438-13-000069,2013-02-07,,2013-02-07T08:30:36.000Z,34,PX14A6G,000-10030,13580160,,47289,0,0,form_px14a6g-apple.htm,
841,0001127602-13-004097,2013-02-04,2013-01-31,2013-02-04T18:42:45.000Z,,4,,,,4858,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
842,0001127602-13-004095,2013-02-04,2013-01-31,2013-02-04T18:41:56.000Z,,4,,,,4850,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
843,0001127602-13-004090,2013-02-04,2013-01-31,2013-02-04T18:40:26.000Z,,4,,,,4884,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
844,0001127602-13-004087,2013-02-04,2013-01-31,2013-02-04T18:39:35.000Z,,4,,,,5658,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
845,0001127602-13-004084,2013-02-04,2013-01-31,2013-02-04T18:38:45.000Z,,4,,,,8101,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
846,0001127602-13-004083,2013-02-04,2013-01-31,2013-02-04T18:37:54.000Z,,4,,,,4913,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
847,0001127602-13-004081,2013-02-04,2013-02-01,2013-02-04T18:37:01.000Z,,4,,,,6595,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
848,0001127602-13-004079,2013-02-04,2013-02-01,2013-02-04T18:36:02.000Z,,4,,,,7429,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
849,0001127602-13-004076,2013-02-04,2013-02-01,2013-02-04T18:34:48.000Z,,4,,,,6731,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
850,0001127602-13-004075,2013-02-04,2013-02-01,2013-02-04T18:33:56.000Z,,4,,,,7417,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
851,0001127602-13-004074,2013-02-04,2013-02-01,2013-02-04T18:33:05.000Z,,4,,,,6718,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
852,0001127602-13-004071,2013-02-04,2013-02-01,2013-02-04T18:31:45.000Z,,4,,,,6724,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
853,0001127602-13-004070,2013-02-04,2013-02-01,2013-02-04T18:30:44.000Z,,4,,,,6813,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
854,0001171520-13-000075,2013-02-04,,2013-02-04T16:05:21.000Z,34,PX14A6G,000-10030,13570046,,101665,0,0,eps5041.htm,
855,0001193125-13-022339,2013-01-24,2012-12-29,2013-01-24T17:01:37.000Z,34,10-Q,000-10030,13546136,,5826231,1,0,d453687d10q.htm,FORM 10-Q
856,0001193125-13-020783,2013-01-23,2013-01-23,2013-01-23T16:31:00.000Z,34,8-K,000-10030,13543110,"2.02,9.01",194541,0,0,d453749d8k.htm,FORM 8-K
857,0001127602-13-002203,2013-01-17,2013-01-15,2013-01-17T18:30:43.000Z,,4,,,,6410,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
858,0001193125-13-005535,2013-01-07,,2013-01-07T17:15:15.000Z,34,DEFA14A,000-10030,13515986,,662456,0,0,d462403ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS
859,0001193125-13-005529,2013-01-07,2013-02-27,2013-01-07T17:12:03.000Z,34,DEF 14A,000-10030,13515949,,1317830,0,0,d450591ddef14a.htm,DEFINITIVE PROXY STATEMENT
860,0001193125-12-515422,2012-12-27,2013-02-27,2012-12-27T06:13:19.000Z,34,PRE 14A,000-10030,121286204,,1318742,0,0,d450591dpre14a.htm,PRELIMINARY PROXY STATEMENT
861,0001127602-12-034445,2012-12-18,2012-11-30,2012-12-18T18:20:19.000Z,,4,,,,6159,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
862,0001127602-12-034444,2012-12-18,2012-12-15,2012-12-18T18:18:17.000Z,,4,,,,8205,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
863,0001127602-12-032806,2012-12-04,2012-11-30,2012-12-04T18:30:24.000Z,,4,,,,4802,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
864,0001127602-12-032309,2012-11-29,2012-11-28,2012-11-29T18:30:21.000Z,,4,,,,4798,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
865,0001127602-12-031755,2012-11-20,2012-11-19,2012-11-20T18:35:55.000Z,,4,,,,11013,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
866,0001127602-12-031207,2012-11-16,2012-11-15,2012-11-16T18:33:58.000Z,,4,,,,20923,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
867,0001127602-12-030387,2012-11-09,2012-11-08,2012-11-09T18:39:35.000Z,,4,,,,6558,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
868,0001127602-12-030381,2012-11-09,2012-11-08,2012-11-09T18:35:58.000Z,,4,,,,5071,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
869,0001127602-12-029663,2012-11-02,2012-11-01,2012-11-02T18:33:48.000Z,,4,,,,4203,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
870,0001193125-12-446915,2012-11-01,,2012-11-01T17:16:42.000Z,33,S-8,333-184706,121174363,,326793,0,0,d430122ds8.htm,FORM S-8
871,0001193125-12-444068,2012-10-31,2012-09-29,2012-10-31T17:07:19.000Z,34,10-K,000-10030,121171452,,9859755,1,0,d411355d10k.htm,FORM 10-K
872,0001193125-12-435506,2012-10-25,2012-10-25,2012-10-25T16:31:16.000Z,34,8-K,000-10030,121161784,"2.02,9.01",224448,0,0,d429806d8k.htm,FORM 8-K
873,0001127602-12-029013,2012-10-23,2012-10-20,2012-10-23T18:30:36.000Z,,4,,,,8597,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
874,0001127602-12-028823,2012-10-17,2012-10-15,2012-10-17T18:38:30.000Z,,4,,,,35909,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
875,0001127602-12-028821,2012-10-17,2012-10-15,2012-10-17T18:36:48.000Z,,4,,,,23871,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
876,0001127602-12-028819,2012-10-17,2012-10-15,2012-10-17T18:35:02.000Z,,4,,,,23849,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
877,0001127602-12-028817,2012-10-17,2012-10-15,2012-10-17T18:33:00.000Z,,4,,,,13560,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
878,0001127602-12-028815,2012-10-17,2012-10-15,2012-10-17T18:30:30.000Z,,4,,,,16806,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
879,0001127602-12-026995,2012-09-25,2012-09-21,2012-09-25T18:31:47.000Z,,4,,,,21965,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
880,0001127602-12-026628,2012-09-18,2012-09-15,2012-09-18T18:35:47.000Z,,4,,,,8397,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
881,0001127602-12-026289,2012-09-13,2012-09-11,2012-09-13T21:29:13.000Z,,4,,,,13157,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
882,0001127602-12-025673,2012-09-04,2012-08-24,2012-09-04T21:55:08.000Z,,3,,,,9400,0,0,xslF345X02/form3.xml,PRIMARY DOCUMENT
883,0001127602-12-025672,2012-09-04,2012-08-24,2012-09-04T21:53:28.000Z,,3,,,,9405,0,0,xslF345X02/form3.xml,PRIMARY DOCUMENT
884,0001127602-12-025671,2012-09-04,2012-08-31,2012-09-04T21:51:15.000Z,,4,,,,15572,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
885,0001127602-12-024204,2012-08-09,2012-08-08,2012-08-09T18:34:58.000Z,,4,,,,5539,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
886,0001127602-12-023267,2012-07-31,2012-07-30,2012-07-31T18:40:29.000Z,,4,,,,12398,0,0,xslF345X03/form4.xml,PRIMARY DOCUMENT
887,0001193125-12-314552,2012-07-25,2012-06-30,2012-07-25T16:39:39.000Z,34,10-Q,000-10030,12979262,,6511422,1,0,d365704d10q.htm,FORM 10-Q
888,0001193125-12-312355,2012-07-24,2012-07-24,2012-07-24T16:31:04.000Z,34,8-K,000-10030,12976888,"2.02,9.01",224807,0,0,d383855d8k.htm,FORM 8-K
889,0001181431-12-038301,2012-06-28,2012-06-28,2012-06-28T16:31:24.000Z,34,8-K,000-10030,12932941,5.02,11611,0,0,rrd349607.htm,
890,0001181431-12-032458,2012-05-24,2012-05-24,2012-05-24T17:16:08.000Z,34,8-K,000-10030,12868497,5.02,13591,0,0,rrd346000.htm,
891,0001181431-12-029227,2012-05-10,2012-05-09,2012-05-10T18:59:50.000Z,,4,,,,4819,0,0,xslF345X03/rrd344424.xml,FORM 4 B. RAFAEL 5/09/12 DISPOSITION OF SHARES
892,0001181431-12-028878,2012-05-09,2012-05-08,2012-05-09T19:00:57.000Z,,4,,,,23939,0,0,xslF345X03/rrd344425.xml,FORM 4: A. LEVINSON 5/8/2012 10B5-1 PLAN SHARE DISPOSITION
893,0001181431-12-026482,2012-04-30,2012-04-27,2012-04-30T19:01:59.000Z,,4,,,,10347,0,0,xslF345X03/rrd343151.xml,FORM 4: S. FORSTALL 4/27/12 OPEN MARKET SALE
894,0001181431-12-026481,2012-04-30,2012-04-27,2012-04-30T19:01:22.000Z,,4,,,,11807,0,0,xslF345X03/rrd343154.xml,FORM 4: M. DREXLER 4/27/12 SDS
895,0001193125-12-186315,2012-04-26,,2012-04-26T16:54:06.000Z,33,S-8,333-180981,12784286,,155773,0,0,d336683ds8.htm,FORM S-8
896,0001193125-12-182321,2012-04-25,2012-03-31,2012-04-25T17:01:16.000Z,34,10-Q,000-10030,12780280,,7515591,1,0,d297069d10q.htm,FORM 10-Q
897,0001181431-12-025426,2012-04-25,2012-04-20,2012-04-25T06:01:09.000Z,,4,,,,5522,0,0,xslF345X03/rrd342751.xml,FORM 4: J. BROWETT RSU GRANT 4.20.12
898,0001181431-12-025425,2012-04-25,2012-04-20,2012-04-25T06:00:28.000Z,,3,,,,6898,0,0,xslF345X02/rrd342749.xml,FORM 3: J. BROWETT 4.20.12
899,0001193125-12-178928,2012-04-24,2012-04-24,2012-04-24T16:30:55.000Z,34,8-K,000-10030,12776355,"2.02,9.01",222672,0,0,d339184d8k.htm,FORM 8-K
900,0001181431-12-024432,2012-04-17,2012-04-15,2012-04-17T21:23:50.000Z,,4,,,,15026,0,0,xslF345X03/rrd342203.xml,FORM 4: E. CUE 4/15/2012 RSU VEST
901,0001181431-12-024431,2012-04-17,2012-04-15,2012-04-17T21:23:12.000Z,,4,,,,19131,0,0,xslF345X03/rrd342235.xml,FORM 4: B. RAFAEL 4/15/2012 RSU VEST
902,0001181431-12-024430,2012-04-17,2012-04-15,2012-04-17T21:22:36.000Z,,4,,,,28985,0,0,xslF345X03/rrd342238.xml,FORM 4:  J. WILLIAMS 4/15/2012 RSU VEST AND 4/16/2012 10B5-1 SALE
903,0001181431-12-019840,2012-03-27,2012-03-24,2012-03-27T20:54:52.000Z,,4,,,,31074,0,0,xslF345X03/rrd339694.xml,FORM 4: T. COOK 03/24/12 RSU VEST AND 3/26/12 10B5-1 PLAN DISPOSITION
904,0001181431-12-019838,2012-03-27,2012-03-24,2012-03-27T20:52:29.000Z,,4,,,,8405,0,0,xslF345X03/rrd339704.xml,FORM 4: S. FORSTALL 03/24/12 RSU VEST
905,0001181431-12-019835,2012-03-27,2012-03-24,2012-03-27T20:50:55.000Z,,4,,,,8412,0,0,xslF345X03/rrd339787.xml,FORM 4: R. MANSFIELD 03/24/12 RSU VEST
906,0001181431-12-019834,2012-03-27,2012-03-24,2012-03-27T20:49:35.000Z,,4,,,,15780,0,0,xslF345X03/rrd339815.xml,FORM 4: P. OPPENHEIMER 03/24/12 RSU VEST AND 3/26/12 10B5-1 PLAN DISPOSITION
907,0001181431-12-019833,2012-03-27,2012-03-24,2012-03-27T20:47:52.000Z,,4,,,,13343,0,0,xslF345X03/rrd339819.xml,FORM 4: P. SCHILLER 03/24/12 RSU VEST AND 3/26/12 10B5-1 PLAN DISPOSITION
908,0001181431-12-016500,2012-03-12,2012-03-10,2012-03-12T19:01:28.000Z,,4,,,,18073,0,0,xslF345X03/rrd337933.xml,FORM 4: T. COOK 03/10/12 RSU VEST AND 3/12/12 10B5-1 PLAN DISPOSITION
909,0001193125-12-081892,2012-02-27,2012-02-23,2012-02-27T17:01:04.000Z,34,8-K,000-10030,12642833,5.07,40507,0,0,d307369d8k.htm,FORM 8-K
910,0001181431-12-011778,2012-02-24,2012-02-23,2012-02-24T19:07:17.000Z,,4,,,,5516,0,0,xslF345X03/rrd332339.xml,FORM 4: W. CAMPBELL 02/23/2012 BOD SERVICE GRANT
911,0001181431-12-011777,2012-02-24,2012-02-23,2012-02-24T19:06:37.000Z,,4,,,,5505,0,0,xslF345X03/rrd332341.xml,FORM 4: M. DREXLER 02/23/2012 BOD SERVICE GRANT
912,0001181431-12-011776,2012-02-24,2012-02-23,2012-02-24T19:05:56.000Z,,4,,,,5494,0,0,xslF345X03/rrd332342.xml,FORM 4: A. GORE 02/23/2012 BOD SERVICE GRANT
913,0001181431-12-011775,2012-02-24,2012-02-23,2012-02-24T19:05:19.000Z,,4,,,,5497,0,0,xslF345X03/rrd332345.xml,FORM 4: R. IGER 02/23/2012 BOD SERVICE GRANT
914,0001181431-12-011774,2012-02-24,2012-02-23,2012-02-24T19:04:39.000Z,,4,,,,5508,0,0,xslF345X03/rrd332346.xml,FORM 4: A. JUNG 02/23/2012 BOD SERVICE GRANTS
915,0001181431-12-011773,2012-02-24,2012-02-23,2012-02-24T19:03:53.000Z,,4,,,,5525,0,0,xslF345X03/rrd332349.xml,FORM 4: A. LEVINSON 02/23/2012 BOD SERVICE GRANT
916,0001181431-12-011771,2012-02-24,2012-02-23,2012-02-24T19:03:13.000Z,,4,,,,5368,0,0,xslF345X03/rrd332351.xml,FORM 4: R. SUGAR 02/23/2012 BOD SERVICE GRANT
917,0001181431-12-008867,2012-02-14,2012-02-13,2012-02-14T18:57:08.000Z,,4,,,,5497,0,0,xslF345X03/rrd334027.xml,FORM 4: A. LEVINSON 2/13/2012 LONG SHARE SALE
918,0000315066-12-002390,2012-02-14,,2012-02-14T12:11:49.000Z,34,SC 13G/A,005-33632,12605398,,13082,0,0,filing.txt,
919,0001086364-12-001937,2012-02-13,,2012-02-13T14:47:28.000Z,34,SC 13G/A,005-33632,12598191,,13465,0,0,apple.inc..txt,
920,0001181431-12-007510,2012-02-09,2012-02-08,2012-02-09T19:00:58.000Z,,4,,,,4532,0,0,xslF345X03/rrd333278.xml,FORM 4: P. OPPENHEIMER - 2/8/12 CHARITABLE GIFT
921,0001171520-12-000087,2012-02-09,,2012-02-09T14:55:29.000Z,34,PX14A6G,000-10030,12586561,,105774,0,0,eps4528.htm,CALPERS / APPLE INC.
922,0001181431-12-005475,2012-02-02,2012-01-31,2012-02-02T19:08:21.000Z,,4,,,,4961,0,0,xslF345X03/rrd331028.xml,FORM 4: J. WILLIAMS 1/31/12 ESPP PURCHASE
923,0001181431-12-005474,2012-02-02,2012-01-31,2012-02-02T19:07:59.000Z,,4,,,,4955,0,0,xslF345X03/rrd331027.xml,FORM 4: D. SEWELL 1/31/12 ESPP PURCHASE
924,0001181431-12-005471,2012-02-02,2012-01-31,2012-02-02T19:07:37.000Z,,4,,,,4946,0,0,xslF345X03/rrd331026.xml,FORM 4: B. RAFAEL 1/31/12 ESPP PURCHASE
925,0001181431-12-005469,2012-02-02,2012-01-31,2012-02-02T19:07:18.000Z,,4,,,,4993,0,0,xslF345X03/rrd331023.xml,FORM 4: P. OPPENHEIMER 1/31/12 ESPP PURCHASE
926,0001181431-12-005466,2012-02-02,2012-01-31,2012-02-02T19:06:58.000Z,,4,,,,4988,0,0,xslF345X03/rrd331022.xml,FORM 4:  R. MANSFIELD 1/31/12 ESPP PURCHASE
927,0001181431-12-005464,2012-02-02,2012-01-31,2012-02-02T19:06:38.000Z,,4,,,,4980,0,0,xslF345X03/rrd331009.xml,FORM 4: S. FORSTALL 1/31/12 ESPP PURCHASE
928,0001181431-12-005462,2012-02-02,2012-01-31,2012-02-02T19:06:11.000Z,,4,,,,7988,0,0,xslF345X03/rrd331006.xml,FORM 4: E. CUE 1/31/12 ESPP PURCHASE
929,0001181431-12-005460,2012-02-02,2012-01-31,2012-02-02T19:05:50.000Z,,4,,,,4977,0,0,xslF345X03/rrd331008.xml,FORM 4:  T. COOK 1/31/12 ESPP PURCHASE
930,0001181431-12-005458,2012-02-02,2012-02-01,2012-02-02T19:05:30.000Z,,4,,,,6674,0,0,xslF345X03/rrd330375.xml,FORM 4: R. SUGAR 2/1/12 RSU VESTING
931,0001181431-12-005453,2012-02-02,2012-02-01,2012-02-02T19:04:58.000Z,,4,,,,7512,0,0,xslF345X03/rrd330373.xml,FORM 4: A. LEVINSON 2/1/12 RSU VESTING
932,0001181431-12-005448,2012-02-02,2012-02-01,2012-02-02T19:04:16.000Z,,4,,,,6799,0,0,xslF345X03/rrd330372.xml,FORM 4: A. JUNG 2/1/12 RSU VESTING
933,0001181431-12-005445,2012-02-02,2012-02-01,2012-02-02T19:03:51.000Z,,4,,,,7495,0,0,xslF345X03/rrd330369.xml,FORM 4: R. IGER 2/1/12 RSU VESTING
934,0001181431-12-005442,2012-02-02,2012-02-01,2012-02-02T19:03:08.000Z,,4,,,,6796,0,0,xslF345X03/rrd330367.xml,FORM 4: A. GORE 2/1/12 RSU VESTING
935,0001181431-12-005438,2012-02-02,2012-02-01,2012-02-02T19:02:35.000Z,,4,,,,6806,0,0,xslF345X03/rrd330365.xml,FORM 4: M. DREXLER 2/1/12 RSU VESTING
936,0001181431-12-005433,2012-02-02,2012-02-01,2012-02-02T19:01:24.000Z,,4,,,,6818,0,0,xslF345X03/rrd330364.xml,FORM 4: W. CAMPBELL 2/1/12 RSU VESTING
937,0001181431-12-004792,2012-01-31,2012-01-30,2012-01-31T19:03:02.000Z,,4,,,,8434,0,0,xslF345X03/rrd331031.xml,FORM 4: R. MANSFIELD 1/30/12 OPTION EXERCISE AND SAME DAY SALE
938,0001171520-12-000058,2012-01-27,,2012-01-27T13:29:59.000Z,34,PX14A6G,000-10030,12550936,,105977,0,0,eps4514.htm,
939,0001193125-12-025384,2012-01-26,,2012-01-26T17:29:09.000Z,33,S-8,333-179189,12548560,,176323,0,0,d285431ds8.htm,REGISTRATION STATEMENT ON FORM S-8
940,0001193125-12-023398,2012-01-25,2011-12-31,2012-01-25T16:42:11.000Z,34,10-Q,000-10030,12545140,,5485594,1,0,d267587d10q.htm,FORM 10-Q
941,0001193125-12-021833,2012-01-24,2012-01-24,2012-01-24T16:30:34.000Z,34,8-K,000-10030,12542308,"2.02,9.01",200837,0,0,d287503d8k.htm,FORM 8-K
942,0001193125-12-006713,2012-01-09,,2012-01-09T17:10:55.000Z,34,DEFA14A,000-10030,12518129,,674845,0,0,d275447ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS
943,0001193125-12-006704,2012-01-09,2012-02-23,2012-01-09T17:06:57.000Z,34,DEF 14A,000-10030,12518092,,1366027,0,0,d275281ddef14a.htm,DEFINITIVE PROXY STATEMENT
944,0001181431-12-001016,2012-01-04,2011-12-30,2012-01-04T18:59:37.000Z,,4,,,,5184,0,0,xslF345X03/rrd329463.xml,FORM 4: E. CUE 12/30/2011 CHARITABLE GIFT
945,0001181431-12-001014,2012-01-04,2012-01-03,2012-01-04T18:58:38.000Z,,4,,,,11938,0,0,xslF345X03/rrd329460.xml,FORM 4: J. WILLIAMS 1/3/12 10B5-1 SALE
946,0001181431-11-061998,2011-12-27,2011-12-23,2011-12-27T18:44:18.000Z,,4,,,,8202,0,0,xslF345X03/rrd327000.xml,FORM 4: J. WILLIAMS 12/23/11 10B5-1 SALE
947,0001181431-11-058605,2011-12-02,2011-12-01,2011-12-02T18:57:55.000Z,,4,,,,16147,0,0,xslF345X03/rrd326528.xml,FORM 4: J. WILLIAMS 12/1/11 10B5-1 SALE
948,0001181431-11-058035,2011-11-30,2011-11-29,2011-11-30T19:08:57.000Z,,4,,,,7316,0,0,xslF345X03/rrd326709.xml,FORM 4: R. IGER 11/29/11 OPEN MARKET PURCHASE
949,0001181431-11-057414,2011-11-22,2011-11-21,2011-11-22T18:03:34.000Z,,4,,,,7887,0,0,xslF345X03/rrd325973.xml,FORM 4: A. JUNG 11/21/11 E&SDS
